id,path,thumb,resolution,colors,tags
dpqdxj,https://w.wallhaven.cc/full/dp/wallhaven-dpqdxj.png,https://th.wallhaven.cc/lg/dp/dpqdxj.jpg,3648x2736,#000000|#424153|#999999|#336600|#996633,风景|城市|写实
ox5x1l,https://w.wallhaven.cc/full/ox/wallhaven-ox5x1l.jpg,https://th.wallhaven.cc/lg/ox/ox5x1l.jpg,1500x1000,#ffffff|#cccccc|#424153|#999999|#abbcda,城市|宁静
v93283,https://w.wallhaven.cc/full/v9/wallhaven-v93283.jpg,https://th.wallhaven.cc/lg/v9/v93283.jpg,5469x3075,#66cccc|#424153|#999999|#000000|#663300,动漫|风景|城市|太空|抽象|赛博朋克|写实|宁静|冷色
eyxk3k,https://w.wallhaven.cc/full/ey/wallhaven-eyxk3k.jpg,https://th.wallhaven.cc/lg/ey/eyxk3k.jpg,1500x1000,#333399|#000000|#424153|#663399|#999999,
39qpry,https://w.wallhaven.cc/full/39/wallhaven-39qpry.jpg,https://th.wallhaven.cc/lg/39/39qpry.jpg,6000x4000,#999999|#424153|#996633|#cccccc|#ffffff,风景|城市|太空|写实
2e95xg,https://w.wallhaven.cc/full/2e/wallhaven-2e95xg.jpg,https://th.wallhaven.cc/lg/2e/2e95xg.jpg,6000x4000,#cccccc|#424153|#999999|#66cccc|#abbcda,
gjgell,https://w.wallhaven.cc/full/gj/wallhaven-gjgell.jpg,https://th.wallhaven.cc/lg/gj/gjgell.jpg,1920x1024,#999999|#cccccc|#abbcda|#663399|#424153,动漫|风景|城市|太空|抽象|赛博朋克|写实|冷色|宁静
j51w2p,https://w.wallhaven.cc/full/j5/wallhaven-j51w2p.jpg,https://th.wallhaven.cc/lg/j5/j51w2p.jpg,1417x1000,#ffffff|#424153|#663300|#000000|#cccccc,
o3y7vl,https://w.wallhaven.cc/full/o3/wallhaven-o3y7vl.jpg,https://th.wallhaven.cc/lg/o3/o3y7vl.jpg,2364x1797,#000000|#424153|#996633|#999999|#336600,动漫|风景|城市|太空|抽象|极简|活力|宁静
4v5zyp,https://w.wallhaven.cc/full/4v/wallhaven-4v5zyp.jpg,https://th.wallhaven.cc/lg/4v/4v5zyp.jpg,1920x1200,#424153|#000000|#990000|#663300|#996633,风景|城市|太空|写实|插画|宁静
j5rwg5,https://w.wallhaven.cc/full/j5/wallhaven-j5rwg5.jpg,https://th.wallhaven.cc/lg/j5/j5rwg5.jpg,1920x1080,#999999|#424153|#000000|#996633|#cc6633,
015xj3,https://w.wallhaven.cc/full/01/wallhaven-015xj3.jpg,https://th.wallhaven.cc/lg/01/015xj3.jpg,1920x1200,#999999|#996633|#666600|#424153|#663399,
429x9m,https://w.wallhaven.cc/full/42/wallhaven-429x9m.jpg,https://th.wallhaven.cc/lg/42/429x9m.jpg,1366x768,#000000|#663300|#996633|#cc6633|#660000,风景|城市|太空|写实|活力|冷色
48dyly,https://w.wallhaven.cc/full/48/wallhaven-48dyly.jpg,https://th.wallhaven.cc/lg/48/48dyly.jpg,1152x768,#abbcda|#cccccc|#999999|#663300|#996633,城市
zmprxg,https://w.wallhaven.cc/full/zm/wallhaven-zmprxg.jpg,https://th.wallhaven.cc/lg/zm/zmprxg.jpg,1498x1000,#999999|#424153|#cccccc|#ffffff|#996633,
nk196d,https://w.wallhaven.cc/full/nk/wallhaven-nk196d.jpg,https://th.wallhaven.cc/lg/nk/nk196d.jpg,3000x1688,#996633|#999999|#424153|#cccccc|#e7d8b1,
mpexgy,https://w.wallhaven.cc/full/mp/wallhaven-mpexgy.jpg,https://th.wallhaven.cc/lg/mp/mpexgy.jpg,1242x2208,#424153|#000000|#999999|#663300|#abbcda,风景|城市
4lz72q,https://w.wallhaven.cc/full/4l/wallhaven-4lz72q.jpg,https://th.wallhaven.cc/lg/4l/4lz72q.jpg,1920x1080,#000000|#663300|#424153|#996633|#999999,风景
nmjzz9,https://w.wallhaven.cc/full/nm/wallhaven-nmjzz9.jpg,https://th.wallhaven.cc/lg/nm/nmjzz9.jpg,5163x2904,#000000|#abbcda|#424153|#cccccc|#999999,风景
395e89,https://w.wallhaven.cc/full/39/wallhaven-395e89.jpg,https://th.wallhaven.cc/lg/39/395e89.jpg,6000x4000,#424153|#cccccc|#999999|#abbcda|#66cccc,
q2kdy7,https://w.wallhaven.cc/full/q2/wallhaven-q2kdy7.jpg,https://th.wallhaven.cc/lg/q2/q2kdy7.jpg,4980x3320,#ffffff|#cccccc|#abbcda|#424153|#999999,风景|城市
4g3qyd,https://w.wallhaven.cc/full/4g/wallhaven-4g3qyd.jpg,https://th.wallhaven.cc/lg/4g/4g3qyd.jpg,3000x1813,#424153|#996633|#abbcda|#336600|#999999,城市
q6z73d,https://w.wallhaven.cc/full/q6/wallhaven-q6z73d.jpg,https://th.wallhaven.cc/lg/q6/q6z73d.jpg,1500x1000,#000000|#999999|#424153|#996633|#663399,
1kr939,https://w.wallhaven.cc/full/1k/wallhaven-1kr939.jpg,https://th.wallhaven.cc/lg/1k/1kr939.jpg,5120x2880,#424153|#999999|#cccccc|#996633|#abbcda,风景|城市
1jyml3,https://w.wallhaven.cc/full/1j/wallhaven-1jyml3.jpg,https://th.wallhaven.cc/lg/1j/1jyml3.jpg,5496x3670,#cccccc|#424153|#663300|#ffffff|#999999,风景|城市
lmgp6r,https://w.wallhaven.cc/full/lm/wallhaven-lmgp6r.jpg,https://th.wallhaven.cc/lg/lm/lmgp6r.jpg,2048x1366,#424153|#000000|#999999|#663300|#663399,风景
q6gooq,https://w.wallhaven.cc/full/q6/wallhaven-q6gooq.jpg,https://th.wallhaven.cc/lg/q6/q6gooq.jpg,2560x1708,#0099cc|#66cccc|#999999|#e7d8b1|#996633,
4yv17k,https://w.wallhaven.cc/full/4y/wallhaven-4yv17k.jpg,https://th.wallhaven.cc/lg/4y/4yv17k.jpg,1600x1200,#333399|#000000|#424153|#0066cc|#663399,风景
odw8e7,https://w.wallhaven.cc/full/od/wallhaven-odw8e7.jpg,https://th.wallhaven.cc/lg/od/odw8e7.jpg,2000x1125,#424153|#999999|#ffcc33|#663300|#000000,
zxq3xy,https://w.wallhaven.cc/full/zx/wallhaven-zxq3xy.jpg,https://th.wallhaven.cc/lg/zx/zxq3xy.jpg,1920x1080,#663300|#000000|#cc6633|#996633|#cccc33,
o3orwm,https://w.wallhaven.cc/full/o3/wallhaven-o3orwm.jpg,https://th.wallhaven.cc/lg/o3/o3orwm.jpg,1996x1496,#424153|#996633|#999999|#000000|#cccc33,风景|写实
x6r8vo,https://w.wallhaven.cc/full/x6/wallhaven-x6r8vo.jpg,https://th.wallhaven.cc/lg/x6/x6r8vo.jpg,1920x1080,#996633|#663300|#000000|#cc6633|#424153,
5d8oz1,https://w.wallhaven.cc/full/5d/wallhaven-5d8oz1.jpg,https://th.wallhaven.cc/lg/5d/5d8oz1.jpg,4191x2358,#424153|#000000|#999999|#e7d8b1|#996633,
95e8ox,https://w.wallhaven.cc/full/95/wallhaven-95e8ox.jpg,https://th.wallhaven.cc/lg/95/95e8ox.jpg,1920x1200,#999999|#424153|#996633|#000000|#663300,风景|太空
mdy6vy,https://w.wallhaven.cc/full/md/wallhaven-mdy6vy.jpg,https://th.wallhaven.cc/lg/md/mdy6vy.jpg,2048x1302,#663300|#424153|#996633|#000000|#666600,风景
j3781p,https://w.wallhaven.cc/full/j3/wallhaven-j3781p.jpg,https://th.wallhaven.cc/lg/j3/j3781p.jpg,2000x1333,#000000|#663300|#424153|#cccccc|#999999,
w86yx6,https://w.wallhaven.cc/full/w8/wallhaven-w86yx6.jpg,https://th.wallhaven.cc/lg/w8/w86yx6.jpg,2560x1600,#663300|#996633|#cc6633|#ffffff|#cccc33,
p8827p,https://w.wallhaven.cc/full/p8/wallhaven-p8827p.jpg,https://th.wallhaven.cc/lg/p8/p8827p.jpg,1501x1000,#000000|#424153|#333399|#abbcda|#0066cc,动漫|风景|城市|太空|抽象|极简|插画|宁静|暗黑
w8mlzr,https://w.wallhaven.cc/full/w8/wallhaven-w8mlzr.jpg,https://th.wallhaven.cc/lg/w8/w8mlzr.jpg,4272x2848,#ffffff|#cccccc|#424153|#999999|#abbcda,
gj9vel,https://w.wallhaven.cc/full/gj/wallhaven-gj9vel.jpg,https://th.wallhaven.cc/lg/gj/gj9vel.jpg,1920x1200,#663300|#cc6633|#996633|#660000|#ffcc33,风景|城市|插画
w88epx,https://w.wallhaven.cc/full/w8/wallhaven-w88epx.jpg,https://th.wallhaven.cc/lg/w8/w88epx.jpg,1920x1080,#663300|#424153|#996633|#000000|#336600,
6kqd77,https://w.wallhaven.cc/full/6k/wallhaven-6kqd77.jpg,https://th.wallhaven.cc/lg/6k/6kqd77.jpg,2048x1408,#000000|#333399|#424153|#663300|#336600,
5d6ky5,https://w.wallhaven.cc/full/5d/wallhaven-5d6ky5.jpg,https://th.wallhaven.cc/lg/5d/5d6ky5.jpg,1920x1440,#cc6633|#cc3333|#663300|#996633|#ff6600,
x19dgl,https://w.wallhaven.cc/full/x1/wallhaven-x19dgl.jpg,https://th.wallhaven.cc/lg/x1/x19dgl.jpg,5189x3029,#424153|#996633|#999999|#663300|#cc6633,
r71mjm,https://w.wallhaven.cc/full/r7/wallhaven-r71mjm.jpg,https://th.wallhaven.cc/lg/r7/r71mjm.jpg,2048x1152,#cc6633|#ff9900|#996633|#e7d8b1|#cccc33,动漫|风景|城市|太空|抽象|写实|插画|宁静|活力
8ojdzk,https://w.wallhaven.cc/full/8o/wallhaven-8ojdzk.jpg,https://th.wallhaven.cc/lg/8o/8ojdzk.jpg,1500x1000,#663300|#424153|#996633|#ffffff|#cccccc,风景|城市|太空
0q5285,https://w.wallhaven.cc/full/0q/wallhaven-0q5285.jpg,https://th.wallhaven.cc/lg/0q/0q5285.jpg,1920x1080,#663300|#999999|#996633|#000000|#cccccc,
0w77xq,https://w.wallhaven.cc/full/0w/wallhaven-0w77xq.jpg,https://th.wallhaven.cc/lg/0w/0w77xq.jpg,1920x1080,#424153|#999999|#663399|#cccccc|#abbcda,
gppopq,https://w.wallhaven.cc/full/gp/wallhaven-gppopq.jpg,https://th.wallhaven.cc/lg/gp/gppopq.jpg,3440x1440,#000000|#996633|#663300|#424153|#999999,动漫|风景|城市|太空|抽象|写实|赛博朋克|宁静|冷色
eyxxrl,https://w.wallhaven.cc/full/ey/wallhaven-eyxxrl.jpg,https://th.wallhaven.cc/lg/ey/eyxxrl.jpg,5541x3000,#000000|#999999|#336600|#663399|#cc6633,太空
016mx3,https://w.wallhaven.cc/full/01/wallhaven-016mx3.jpg,https://th.wallhaven.cc/lg/01/016mx3.jpg,2048x1126,#000000|#999999|#663300|#996633|#cc6633,风景|城市
4dw3kg,https://w.wallhaven.cc/full/4d/wallhaven-4dw3kg.jpg,https://th.wallhaven.cc/lg/4d/4dw3kg.jpg,2560x1600,#996633|#663300|#abbcda|#cccccc|#666600,
xlgmp3,https://w.wallhaven.cc/full/xl/wallhaven-xlgmp3.jpg,https://th.wallhaven.cc/lg/xl/xlgmp3.jpg,2560x1440,#996633|#424153|#999999|#666600|#663300,
nmwkxm,https://w.wallhaven.cc/full/nm/wallhaven-nmwkxm.jpg,https://th.wallhaven.cc/lg/nm/nmwkxm.jpg,2500x1600,#cccccc|#424153|#ffffff|#999999|#66cccc,风景|城市|太空
n6d516,https://w.wallhaven.cc/full/n6/wallhaven-n6d516.jpg,https://th.wallhaven.cc/lg/n6/n6d516.jpg,2560x1440,#000000|#990000|#663300|#cc3333|#660000,风景|城市|太空|赛博朋克|写实|宁静
zx7g1g,https://w.wallhaven.cc/full/zx/wallhaven-zx7g1g.png,https://th.wallhaven.cc/lg/zx/zx7g1g.jpg,1920x1080,#424153|#cccccc|#000000|#ffffff|#abbcda,
n6287l,https://w.wallhaven.cc/full/n6/wallhaven-n6287l.jpg,https://th.wallhaven.cc/lg/n6/n6287l.jpg,1920x1080,#cc6633|#996633|#424153|#663300|#999999,
57r127,https://w.wallhaven.cc/full/57/wallhaven-57r127.jpg,https://th.wallhaven.cc/lg/57/57r127.jpg,1920x1080,#cccccc|#999999|#663300|#000000|#424153,风景|城市
0qgxeq,https://w.wallhaven.cc/full/0q/wallhaven-0qgxeq.jpg,https://th.wallhaven.cc/lg/0q/0qgxeq.jpg,1920x1080,#424153|#abbcda|#999999|#000000|#996633,
mp7o51,https://w.wallhaven.cc/full/mp/wallhaven-mp7o51.jpg,https://th.wallhaven.cc/lg/mp/mp7o51.jpg,2000x1335,#996633|#663300|#424153|#cc6633|#999999,风景
nkjrmd,https://w.wallhaven.cc/full/nk/wallhaven-nkjrmd.jpg,https://th.wallhaven.cc/lg/nk/nkjrmd.jpg,1920x1200,#663300|#996633|#999999|#424153|#000000,风景
wy51e7,https://w.wallhaven.cc/full/wy/wallhaven-wy51e7.jpg,https://th.wallhaven.cc/lg/wy/wy51e7.jpg,1500x1000,#424153|#999999|#cccccc|#ffffff|#996633,
d5k623,https://w.wallhaven.cc/full/d5/wallhaven-d5k623.jpg,https://th.wallhaven.cc/lg/d5/d5k623.jpg,3823x2616,#424153|#000000|#996633|#ffffff|#999999,风景|城市
45oqv8,https://w.wallhaven.cc/full/45/wallhaven-45oqv8.jpg,https://th.wallhaven.cc/lg/45/45oqv8.jpg,2560x1600,#424153|#663300|#996633|#000000|#999999,
429789,https://w.wallhaven.cc/full/42/wallhaven-429789.jpg,https://th.wallhaven.cc/lg/42/429789.jpg,1920x1200,#000000|#424153|#996633|#abbcda|#663300,
wy3xxq,https://w.wallhaven.cc/full/wy/wallhaven-wy3xxq.jpg,https://th.wallhaven.cc/lg/wy/wy3xxq.jpg,2047x1324,#999999|#666600|#abbcda|#663300|#cccccc,
m9rlo8,https://w.wallhaven.cc/full/m9/wallhaven-m9rlo8.jpg,https://th.wallhaven.cc/lg/m9/m9rlo8.jpg,2568x1689,#996633|#999999|#424153|#663300|#cccccc,风景|城市
w8o196,https://w.wallhaven.cc/full/w8/wallhaven-w8o196.jpg,https://th.wallhaven.cc/lg/w8/w8o196.jpg,2560x1600,#424153|#999999|#996633|#000000|#0066cc,风景|城市
vgzjxp,https://w.wallhaven.cc/full/vg/wallhaven-vgzjxp.jpg,https://th.wallhaven.cc/lg/vg/vgzjxp.jpg,1920x1080,#000000|#424153|#663300|#996633|#999999,城市|写实
0wvpd7,https://w.wallhaven.cc/full/0w/wallhaven-0wvpd7.jpg,https://th.wallhaven.cc/lg/0w/0wvpd7.jpg,2000x1333,#424153|#336600|#996633|#666600|#663300,风景
485xlj,https://w.wallhaven.cc/full/48/wallhaven-485xlj.jpg,https://th.wallhaven.cc/lg/48/485xlj.jpg,1920x1080,#424153|#ffffff|#000000|#333399|#cccccc,风景|城市
rdqqjm,https://w.wallhaven.cc/full/rd/wallhaven-rdqqjm.jpg,https://th.wallhaven.cc/lg/rd/rdqqjm.jpg,4096x2725,#000000|#336600|#666600|#663300|#424153,风景
nrrjo1,https://w.wallhaven.cc/full/nr/wallhaven-nrrjo1.jpg,https://th.wallhaven.cc/lg/nr/nrrjo1.jpg,1600x1200,#cccccc|#996633|#000000|#ffffff|#663300,
nrj5dw,https://w.wallhaven.cc/full/nr/wallhaven-nrj5dw.jpg,https://th.wallhaven.cc/lg/nr/nrj5dw.jpg,2100x768,#996633|#424153|#663300|#999999|#abbcda,
lmk652,https://w.wallhaven.cc/full/lm/wallhaven-lmk652.jpg,https://th.wallhaven.cc/lg/lm/lmk652.jpg,1920x1200,#663300|#996633|#999999|#e7d8b1|#cc6633,风景|城市
5dv8z7,https://w.wallhaven.cc/full/5d/wallhaven-5dv8z7.jpg,https://th.wallhaven.cc/lg/5d/5dv8z7.jpg,2048x1296,#996633|#424153|#cc6633|#cccc33|#663300,动漫|风景|城市|太空|抽象|写实|赛博朋克|宁静|活力
l3vvwq,https://w.wallhaven.cc/full/l3/wallhaven-l3vvwq.jpg,https://th.wallhaven.cc/lg/l3/l3vvwq.jpg,7300x4872,#999999|#424153|#e7d8b1|#996633|#000000,风景
4x26lv,https://w.wallhaven.cc/full/4x/wallhaven-4x26lv.jpg,https://th.wallhaven.cc/lg/4x/4x26lv.jpg,1920x1080,#424153|#663300|#996633|#000000|#999999,风景|城市|太空
8xr6p1,https://w.wallhaven.cc/full/8x/wallhaven-8xr6p1.jpg,https://th.wallhaven.cc/lg/8x/8xr6p1.jpg,4288x2848,#424153|#000000|#996633|#999999|#663300,极简
73e61v,https://w.wallhaven.cc/full/73/wallhaven-73e61v.jpg,https://th.wallhaven.cc/lg/73/73e61v.jpg,4672x2628,#999999|#424153|#000000|#333399|#cccccc,风景|城市|太空
gj6o3e,https://w.wallhaven.cc/full/gj/wallhaven-gj6o3e.jpg,https://th.wallhaven.cc/lg/gj/gj6o3e.jpg,3851x2888,#996633|#663300|#000000|#999999|#424153,风景|城市|写实
j32vrm,https://w.wallhaven.cc/full/j3/wallhaven-j32vrm.jpg,https://th.wallhaven.cc/lg/j3/j32vrm.jpg,2000x1333,#999999|#424153|#000000|#996633|#663300,风景
m9ppp9,https://w.wallhaven.cc/full/m9/wallhaven-m9ppp9.jpg,https://th.wallhaven.cc/lg/m9/m9ppp9.jpg,2000x1334,#abbcda|#424153|#999999|#cccccc|#663300,动漫|风景|城市|太空|写实|赛博朋克|宁静
r2rkr7,https://w.wallhaven.cc/full/r2/wallhaven-r2rkr7.jpg,https://th.wallhaven.cc/lg/r2/r2rkr7.jpg,1920x1080,#e7d8b1|#000000|#ffcc33|#ea4c88|#660000,
3qq1l3,https://w.wallhaven.cc/full/3q/wallhaven-3qq1l3.jpg,https://th.wallhaven.cc/lg/3q/3qq1l3.jpg,1920x1080,#336600|#000000|#424153|#666600|#996633,风景|城市
ey3pkl,https://w.wallhaven.cc/full/ey/wallhaven-ey3pkl.jpg,https://th.wallhaven.cc/lg/ey/ey3pkl.jpg,1920x1080,#cccccc|#424153|#999999|#996633|#e7d8b1,动漫|风景|城市|太空|抽象|写实|极简|活力|冷色
437v3d,https://w.wallhaven.cc/full/43/wallhaven-437v3d.jpg,https://th.wallhaven.cc/lg/43/437v3d.jpg,1600x1200,#000000|#999999|#424153|#cccccc|#996633,
nko15q,https://w.wallhaven.cc/full/nk/wallhaven-nko15q.jpg,https://th.wallhaven.cc/lg/nk/nko15q.jpg,1920x1200,#66cccc|#424153|#0066cc|#333399|#336600,风景|城市|太空
4od665,https://w.wallhaven.cc/full/4o/wallhaven-4od665.jpg,https://th.wallhaven.cc/lg/4o/4od665.jpg,1600x1200,#0066cc|#333399|#abbcda|#424153|#ffffff,风景|城市
73ljge,https://w.wallhaven.cc/full/73/wallhaven-73ljge.jpg,https://th.wallhaven.cc/lg/73/73ljge.jpg,2048x1454,#000000|#996633|#424153|#666600|#663300,
45x998,https://w.wallhaven.cc/full/45/wallhaven-45x998.jpg,https://th.wallhaven.cc/lg/45/45x998.jpg,1920x1080,#333399|#ffffff|#66cccc|#cccc33|#424153,
o37337,https://w.wallhaven.cc/full/o3/wallhaven-o37337.jpg,https://th.wallhaven.cc/lg/o3/o37337.jpg,3840x2160,#000000|#424153|#cccccc|#663300|#999999,
73p31e,https://w.wallhaven.cc/full/73/wallhaven-73p31e.jpg,https://th.wallhaven.cc/lg/73/73p31e.jpg,1500x1000,#ffffff|#999999|#abbcda|#cccccc|#424153,城市
zx61xy,https://w.wallhaven.cc/full/zx/wallhaven-zx61xy.jpg,https://th.wallhaven.cc/lg/zx/zx61xy.jpg,1242x2208,#424153|#999999|#000000|#663399|#abbcda,
od8k9p,https://w.wallhaven.cc/full/od/wallhaven-od8k9p.jpg,https://th.wallhaven.cc/lg/od/od8k9p.jpg,1242x2208,#424153|#999999|#663399|#cccccc|#abbcda,
767dgy,https://w.wallhaven.cc/full/76/wallhaven-767dgy.jpg,https://th.wallhaven.cc/lg/76/767dgy.jpg,1242x2208,#cccccc|#999999|#abbcda|#ffffff|#424153,太空|赛博朋克
gjgoxd,https://w.wallhaven.cc/full/gj/wallhaven-gjgoxd.jpg,https://th.wallhaven.cc/lg/gj/gjgoxd.jpg,1242x2208,#424153|#000000|#996633|#999999|#663300,风景|太空|赛博朋克|插画
gj6jzl,https://w.wallhaven.cc/full/gj/wallhaven-gj6jzl.jpg,https://th.wallhaven.cc/lg/gj/gj6jzl.jpg,1000x1334,#424153|#66cccc|#996633|#0066cc|#999999,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|宁静
8xml6y,https://w.wallhaven.cc/full/8x/wallhaven-8xml6y.jpg,https://th.wallhaven.cc/lg/8x/8xml6y.jpg,1242x2208,#424153|#000000|#333399|#66cccc|#999999,风景|太空
43doov,https://w.wallhaven.cc/full/43/wallhaven-43doov.jpg,https://th.wallhaven.cc/lg/43/43doov.jpg,1920x1200,#424153|#000000|#996633|#663300|#999999,
p2zqvp,https://w.wallhaven.cc/full/p2/wallhaven-p2zqvp.jpg,https://th.wallhaven.cc/lg/p2/p2zqvp.jpg,1242x2208,#424153|#996633|#0066cc|#999999|#333399,风景|太空
mpexvm,https://w.wallhaven.cc/full/mp/wallhaven-mpexvm.jpg,https://th.wallhaven.cc/lg/mp/mpexvm.jpg,1242x2208,#000000|#424153|#999999|#cccccc|#ffffff,风景|太空|赛博朋克|暗黑|宁静
2k5vkx,https://w.wallhaven.cc/full/2k/wallhaven-2k5vkx.jpg,https://th.wallhaven.cc/lg/2k/2k5vkx.jpg,2000x851,#660000|#000000|#663300|#cc6633|#424153,动漫|风景|城市|插画
r25yg7,https://w.wallhaven.cc/full/r2/wallhaven-r25yg7.jpg,https://th.wallhaven.cc/lg/r2/r25yg7.jpg,2048x1242,#424153|#000000|#999999|#996633|#e7d8b1,风景|城市|太空|写实
zm867v,https://w.wallhaven.cc/full/zm/wallhaven-zm867v.jpg,https://th.wallhaven.cc/lg/zm/zm867v.jpg,1620x1080,#999999|#336600|#000000|#424153|#cccccc,风景|城市|写实
3kkez6,https://w.wallhaven.cc/full/3k/wallhaven-3kkez6.jpg,https://th.wallhaven.cc/lg/3k/3kkez6.jpg,1920x1200,#336600|#424153|#000000|#999999|#996633,
g7wvjl,https://w.wallhaven.cc/full/g7/wallhaven-g7wvjl.jpg,https://th.wallhaven.cc/lg/g7/g7wvjl.jpg,6016x4016,#663300|#424153|#996633|#000000|#ffffff,
39rl76,https://w.wallhaven.cc/full/39/wallhaven-39rl76.jpg,https://th.wallhaven.cc/lg/39/39rl76.jpg,1582x926,#424153|#000000|#999999|#abbcda|#ffffff,
9m2dgx,https://w.wallhaven.cc/full/9m/wallhaven-9m2dgx.jpg,https://th.wallhaven.cc/lg/9m/9m2dgx.jpg,2048x1358,#999999|#cccccc|#424153|#996633|#abbcda,风景|城市|写实
lqxxyy,https://w.wallhaven.cc/full/lq/wallhaven-lqxxyy.jpg,https://th.wallhaven.cc/lg/lq/lqxxyy.jpg,1920x1080,#663300|#424153|#000000|#996633|#666600,
0jxq6q,https://w.wallhaven.cc/full/0j/wallhaven-0jxq6q.jpg,https://th.wallhaven.cc/lg/0j/0jxq6q.jpg,2048x1365,#996633|#663300|#cc6633|#666600|#cccc33,风景
m96x5m,https://w.wallhaven.cc/full/m9/wallhaven-m96x5m.jpg,https://th.wallhaven.cc/lg/m9/m96x5m.jpg,3072x2304,#424153|#ffffff|#663300|#cccccc|#000000,
qdq1mq,https://w.wallhaven.cc/full/qd/wallhaven-qdq1mq.jpg,https://th.wallhaven.cc/lg/qd/qdq1mq.jpg,1242x2208,#000000|#663300|#424153|#660000|#996633,太空
new188,https://w.wallhaven.cc/full/ne/wallhaven-new188.jpg,https://th.wallhaven.cc/lg/ne/new188.jpg,1920x1200,#996633|#663300|#000000|#666600|#999999,风景|城市|太空|写实|宁静
vg39qp,https://w.wallhaven.cc/full/vg/wallhaven-vg39qp.jpg,https://th.wallhaven.cc/lg/vg/vg39qp.jpg,2000x1249,#999999|#663300|#996633|#424153|#abbcda,风景|城市
nzew6g,https://w.wallhaven.cc/full/nz/wallhaven-nzew6g.jpg,https://th.wallhaven.cc/lg/nz/nzew6g.jpg,1920x1080,#999999|#000000|#424153|#996633|#663300,
ymom37,https://w.wallhaven.cc/full/ym/wallhaven-ymom37.jpg,https://th.wallhaven.cc/lg/ym/ymom37.jpg,2560x1920,#000000|#424153|#abbcda|#999999|#cccccc,风景|城市|宁静|暗黑
4y658k,https://w.wallhaven.cc/full/4y/wallhaven-4y658k.jpg,https://th.wallhaven.cc/lg/4y/4y658k.jpg,1920x1200,#663300|#424153|#996633|#000000|#999999,
73o8ke,https://w.wallhaven.cc/full/73/wallhaven-73o8ke.jpg,https://th.wallhaven.cc/lg/73/73o8ke.jpg,1920x1080,#424153|#000000|#336600|#996633|#999999,风景|城市
49kwwx,https://w.wallhaven.cc/full/49/wallhaven-49kwwx.jpg,https://th.wallhaven.cc/lg/49/49kwwx.jpg,1680x1050,#66cccc|#663300|#424153|#abbcda|#000000,风景
4g7lm3,https://w.wallhaven.cc/full/4g/wallhaven-4g7lm3.jpg,https://th.wallhaven.cc/lg/4g/4g7lm3.jpg,4000x2670,#000000|#999999|#424153|#333399|#cccccc,风景|城市|太空|写实
od1o2p,https://w.wallhaven.cc/full/od/wallhaven-od1o2p.jpg,https://th.wallhaven.cc/lg/od/od1o2p.jpg,1920x1280,#000000|#424153|#336600|#999999|#996633,风景|城市
5dmok1,https://w.wallhaven.cc/full/5d/wallhaven-5dmok1.jpg,https://th.wallhaven.cc/lg/5d/5dmok1.jpg,1920x1080,#cccccc|#424153|#999999|#996633|#abbcda,风景|城市
gp7oml,https://w.wallhaven.cc/full/gp/wallhaven-gp7oml.jpg,https://th.wallhaven.cc/lg/gp/gp7oml.jpg,3724x5430,#424153|#996633|#000000|#999999|#663300,风景|城市
ne1o98,https://w.wallhaven.cc/full/ne/wallhaven-ne1o98.jpg,https://th.wallhaven.cc/lg/ne/ne1o98.jpg,2350x1560,#996633|#cccc33|#663300|#666600|#cc6633,风景|城市
eyq6zr,https://w.wallhaven.cc/full/ey/wallhaven-eyq6zr.jpg,https://th.wallhaven.cc/lg/ey/eyq6zr.jpg,1080x1920,#fdadc7|#663399|#999999|#993399|#ea4c88,动漫|风景|城市|太空|抽象|写实|赛博朋克|宁静|冷色
gj26je,https://w.wallhaven.cc/full/gj/wallhaven-gj26je.jpg,https://th.wallhaven.cc/lg/gj/gj26je.jpg,1363x1363,#424153|#ffffff|#000000|#999999|#cccccc,太空|写实
45zx39,https://w.wallhaven.cc/full/45/wallhaven-45zx39.jpg,https://th.wallhaven.cc/lg/45/45zx39.jpg,1920x1080,#000000|#424153|#996633|#663300|#999999,风景|城市
zmxy1y,https://w.wallhaven.cc/full/zm/wallhaven-zmxy1y.jpg,https://th.wallhaven.cc/lg/zm/zmxy1y.jpg,2048x1365,#424153|#abbcda|#333399|#66cccc|#000000,风景|城市|太空
kwjrz6,https://w.wallhaven.cc/full/kw/wallhaven-kwjrz6.jpg,https://th.wallhaven.cc/lg/kw/kwjrz6.jpg,2048x1365,#424153|#999999|#abbcda|#cccccc|#996633,
6qxywx,https://w.wallhaven.cc/full/6q/wallhaven-6qxywx.jpg,https://th.wallhaven.cc/lg/6q/6qxywx.jpg,2560x1900,#abbcda|#424153|#999999|#000000|#663399,风景|城市|太空|插画|冷色|宁静
lqp5v2,https://w.wallhaven.cc/full/lq/wallhaven-lqp5v2.jpg,https://th.wallhaven.cc/lg/lq/lqp5v2.jpg,1242x2208,#cc6633|#996633|#663300|#424153|#000000,
mpe8q8,https://w.wallhaven.cc/full/mp/wallhaven-mpe8q8.jpg,https://th.wallhaven.cc/lg/mp/mpe8q8.jpg,1242x2208,#424153|#999999|#000000|#663300|#996633,动漫|风景|抽象|插画|赛博朋克|宁静|活力
