id,path,thumb,resolution,colors,tags
95xr5d,https://w.wallhaven.cc/full/95/wallhaven-95xr5d.jpg,https://th.wallhaven.cc/lg/95/95xr5d.jpg,2560x1600,#424153|#999999|#000000|#663399|#333399,城市
6qqkp7,https://w.wallhaven.cc/full/6q/wallhaven-6qqkp7.jpg,https://th.wallhaven.cc/lg/6q/6qqkp7.jpg,1920x1291,#424153|#999999|#cccccc|#e7d8b1|#abbcda,风景|城市
eopxqw,https://w.wallhaven.cc/full/eo/wallhaven-eopxqw.jpg,https://th.wallhaven.cc/lg/eo/eopxqw.jpg,2048x1365,#000000|#424153|#999999|#663300|#996633,风景|城市|极简
4goky7,https://w.wallhaven.cc/full/4g/wallhaven-4goky7.png,https://th.wallhaven.cc/lg/4g/4goky7.jpg,3440x1440,#996633|#999999|#424153|#663300|#e7d8b1,风景|城市
ne5dgk,https://w.wallhaven.cc/full/ne/wallhaven-ne5dgk.jpg,https://th.wallhaven.cc/lg/ne/ne5dgk.jpg,3840x2400,#cccccc|#424153|#000000|#abbcda|#999999,风景|城市
neogmw,https://w.wallhaven.cc/full/ne/wallhaven-neogmw.jpg,https://th.wallhaven.cc/lg/ne/neogmw.jpg,1920x1080,#000000|#424153|#ffffff|#999999|#cccccc,风景|城市|写实|冷色
eyw7wk,https://w.wallhaven.cc/full/ey/wallhaven-eyw7wk.jpg,https://th.wallhaven.cc/lg/ey/eyw7wk.jpg,1500x1000,#424153|#000000|#996633|#999999|#663300,风景|城市|写实
4x8kvv,https://w.wallhaven.cc/full/4x/wallhaven-4x8kvv.jpg,https://th.wallhaven.cc/lg/4x/4x8kvv.jpg,1280x960,#000000|#424153|#999999|#336600|#996633,动漫|风景|城市|太空|抽象|写实|插画|宁静|暗黑
d55oml,https://w.wallhaven.cc/full/d5/wallhaven-d55oml.jpg,https://th.wallhaven.cc/lg/d5/d55oml.jpg,3440x1440,#424153|#333399|#999999|#cccccc|#663399,城市
6q5xq7,https://w.wallhaven.cc/full/6q/wallhaven-6q5xq7.jpg,https://th.wallhaven.cc/lg/6q/6q5xq7.jpg,1680x1050,#424153|#ffffff|#999999|#000000|#cccccc,动漫|太空
4g1jwe,https://w.wallhaven.cc/full/4g/wallhaven-4g1jwe.jpg,https://th.wallhaven.cc/lg/4g/4g1jwe.jpg,2048x1536,#0066cc|#424153|#996633|#999999|#e7d8b1,
4lgp8l,https://w.wallhaven.cc/full/4l/wallhaven-4lgp8l.jpg,https://th.wallhaven.cc/lg/4l/4lgp8l.jpg,1680x1050,#999999|#424153|#cccccc|#336600|#996633,
vmxpx3,https://w.wallhaven.cc/full/vm/wallhaven-vmxpx3.jpg,https://th.wallhaven.cc/lg/vm/vmxpx3.jpg,1920x1080,#e7d8b1|#424153|#999999|#000000|#996633,风景|城市
0je85w,https://w.wallhaven.cc/full/0j/wallhaven-0je85w.jpg,https://th.wallhaven.cc/lg/0j/0je85w.jpg,1920x1080,#424153|#000000|#999999|#e7d8b1|#cccccc,城市
lq5dvl,https://w.wallhaven.cc/full/lq/wallhaven-lq5dvl.jpg,https://th.wallhaven.cc/lg/lq/lq5dvl.jpg,2048x1365,#000000|#424153|#663300|#996633|#999999,动漫|风景|城市|太空|抽象|极简|活力|暗黑
0pwp5m,https://w.wallhaven.cc/full/0p/wallhaven-0pwp5m.jpg,https://th.wallhaven.cc/lg/0p/0pwp5m.jpg,1920x1080,#000000|#424153|#999999|#663399|#663300,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|冷色
g83jz3,https://w.wallhaven.cc/full/g8/wallhaven-g83jz3.jpg,https://th.wallhaven.cc/lg/g8/g83jz3.jpg,1920x1200,#424153|#000000|#999999|#663399|#abbcda,动漫|风景|城市|太空|抽象|插画|写实|冷色|活力
76qpwy,https://w.wallhaven.cc/full/76/wallhaven-76qpwy.jpg,https://th.wallhaven.cc/lg/76/76qpwy.jpg,6000x4000,#424153|#000000|#663300|#996633|#999999,城市
rdkprq,https://w.wallhaven.cc/full/rd/wallhaven-rdkprq.jpg,https://th.wallhaven.cc/lg/rd/rdkprq.jpg,4707x2955,#424153|#999999|#000000|#663399|#cccccc,动漫|风景|城市|太空|抽象|写实|赛博朋克|冷色|活力
5wpww5,https://w.wallhaven.cc/full/5w/wallhaven-5wpww5.jpg,https://th.wallhaven.cc/lg/5w/5wpww5.jpg,1920x1080,#424153|#663399|#000000|#999999|#996633,城市
gpko53,https://w.wallhaven.cc/full/gp/wallhaven-gpko53.jpg,https://th.wallhaven.cc/lg/gp/gpko53.jpg,3840x2160,#424153|#0099cc|#0066cc|#333399|#000000,动漫|风景|城市|太空|抽象|插画|赛博朋克|冷色|活力
dgeglj,https://w.wallhaven.cc/full/dg/wallhaven-dgeglj.jpg,https://th.wallhaven.cc/lg/dg/dgeglj.jpg,2048x1367,#000000|#424153|#333399|#663399|#0066cc,动漫|风景|城市|太空|抽象|写实|插画|冷色|活力
1j3qgv,https://w.wallhaven.cc/full/1j/wallhaven-1j3qgv.jpg,https://th.wallhaven.cc/lg/1j/1j3qgv.jpg,4887x2759,#cccccc|#424153|#999999|#abbcda|#000000,风景|城市
45mwg5,https://w.wallhaven.cc/full/45/wallhaven-45mwg5.jpg,https://th.wallhaven.cc/lg/45/45mwg5.jpg,2560x1440,#424153|#999999|#996633|#663399|#663300,城市
qdqlz7,https://w.wallhaven.cc/full/qd/wallhaven-qdqlz7.jpg,https://th.wallhaven.cc/lg/qd/qdqlz7.jpg,1400x842,#424153|#000000|#996633|#663300|#ffffff,城市
j8vwqq,https://w.wallhaven.cc/full/j8/wallhaven-j8vwqq.jpg,https://th.wallhaven.cc/lg/j8/j8vwqq.jpg,10000x6258,#999999|#424153|#cccccc|#333399|#663399,风景|城市
ox2lmm,https://w.wallhaven.cc/full/ox/wallhaven-ox2lmm.jpg,https://th.wallhaven.cc/lg/ox/ox2lmm.jpg,2048x1406,#0099cc|#996633|#66cccc|#999999|#0066cc,
nmw7r1,https://w.wallhaven.cc/full/nm/wallhaven-nmw7r1.jpg,https://th.wallhaven.cc/lg/nm/nmw7r1.jpg,1920x1080,#424153|#000000|#996633|#663300|#999999,城市
lqgmoq,https://w.wallhaven.cc/full/lq/wallhaven-lqgmoq.jpg,https://th.wallhaven.cc/lg/lq/lqgmoq.jpg,4000x2667,#999999|#424153|#996633|#cccccc|#e7d8b1,
853wqj,https://w.wallhaven.cc/full/85/wallhaven-853wqj.jpg,https://th.wallhaven.cc/lg/85/853wqj.jpg,4096x2731,#000000|#424153|#999999|#660000|#996633,风景|城市
kwpg1m,https://w.wallhaven.cc/full/kw/wallhaven-kwpg1m.jpg,https://th.wallhaven.cc/lg/kw/kwpg1m.jpg,2000x1125,#424153|#999999|#e7d8b1|#000000|#663399,风景|城市
n6vjjq,https://w.wallhaven.cc/full/n6/wallhaven-n6vjjq.jpg,https://th.wallhaven.cc/lg/n6/n6vjjq.jpg,2200x1375,#424153|#999999|#e7d8b1|#000000|#996633,风景|城市
nrzx8j,https://w.wallhaven.cc/full/nr/wallhaven-nrzx8j.jpg,https://th.wallhaven.cc/lg/nr/nrzx8j.jpg,1920x1080,#424153|#660000|#000000|#663300|#333399,
nek2kn,https://w.wallhaven.cc/full/ne/wallhaven-nek2kn.jpg,https://th.wallhaven.cc/lg/ne/nek2kn.jpg,3840x2160,#000000|#424153|#333399|#999999|#996633,城市
j86jlp,https://w.wallhaven.cc/full/j8/wallhaven-j86jlp.jpg,https://th.wallhaven.cc/lg/j8/j86jlp.jpg,1920x1080,#999999|#424153|#e7d8b1|#996633|#000000,城市|太空
3ko619,https://w.wallhaven.cc/full/3k/wallhaven-3ko619.jpg,https://th.wallhaven.cc/lg/3k/3ko619.jpg,1920x1080,#424153|#000000|#996633|#999999|#cc6633,动漫|风景|城市|太空|抽象|写实|活力|冷色
4gyk1l,https://w.wallhaven.cc/full/4g/wallhaven-4gyk1l.jpg,https://th.wallhaven.cc/lg/4g/4gyk1l.jpg,2048x1368,#996633|#424153|#000000|#663300|#cc6633,城市
85gxqo,https://w.wallhaven.cc/full/85/wallhaven-85gxqo.jpg,https://th.wallhaven.cc/lg/85/85gxqo.jpg,3840x2160,#424153|#000000|#333399|#663300|#996633,动漫|风景|城市|太空|抽象|写实|极简|活力|冷色
0wzrl6,https://w.wallhaven.cc/full/0w/wallhaven-0wzrl6.jpg,https://th.wallhaven.cc/lg/0w/0wzrl6.jpg,1920x1080,#424153|#333399|#0066cc|#000000|#999999,风景|城市
0wpkz7,https://w.wallhaven.cc/full/0w/wallhaven-0wpkz7.jpg,https://th.wallhaven.cc/lg/0w/0wpkz7.jpg,1920x1200,#424153|#000000|#999999|#663300|#996633,城市
485rok,https://w.wallhaven.cc/full/48/wallhaven-485rok.jpg,https://th.wallhaven.cc/lg/48/485rok.jpg,2560x1600,#424153|#000000|#e7d8b1|#999999|#996633,风景|城市|太空
4xzkgo,https://w.wallhaven.cc/full/4x/wallhaven-4xzkgo.jpg,https://th.wallhaven.cc/lg/4x/4xzkgo.jpg,1920x1200,#424153|#000000|#999999|#333399|#996633,风景|城市
0q8ez5,https://w.wallhaven.cc/full/0q/wallhaven-0q8ez5.jpg,https://th.wallhaven.cc/lg/0q/0q8ez5.jpg,2560x1600,#424153|#000000|#999999|#663399|#abbcda,城市|赛博朋克
ner35w,https://w.wallhaven.cc/full/ne/wallhaven-ner35w.jpg,https://th.wallhaven.cc/lg/ne/ner35w.jpg,2560x1600,#663300|#000000|#996633|#424153|#cc6633,
4xyryv,https://w.wallhaven.cc/full/4x/wallhaven-4xyryv.jpg,https://th.wallhaven.cc/lg/4x/4xyryv.jpg,1920x1200,#0066cc|#424153|#333399|#0099cc|#663300,城市
nr9l71,https://w.wallhaven.cc/full/nr/wallhaven-nr9l71.jpg,https://th.wallhaven.cc/lg/nr/nr9l71.jpg,1600x970,#424153|#999999|#996633|#000000|#663300,风景|城市
7pjlgv,https://w.wallhaven.cc/full/7p/wallhaven-7pjlgv.jpg,https://th.wallhaven.cc/lg/7p/7pjlgv.jpg,4096x2732,#000000|#424153|#663300|#660000|#996633,动漫|风景|城市|太空|抽象|写实|赛博朋克|活力|冷色
p961mp,https://w.wallhaven.cc/full/p9/wallhaven-p961mp.jpg,https://th.wallhaven.cc/lg/p9/p961mp.jpg,3840x2160,#424153|#000000|#333399|#996633|#999999,
we7yv7,https://w.wallhaven.cc/full/we/wallhaven-we7yv7.jpg,https://th.wallhaven.cc/lg/we/we7yv7.jpg,1920x1432,#424153|#000000|#999999|#996633|#cccccc,动漫|风景|城市|太空|写实|冷色
gjrrvd,https://w.wallhaven.cc/full/gj/wallhaven-gjrrvd.jpg,https://th.wallhaven.cc/lg/gj/gjrrvd.jpg,2048x1302,#000000|#663300|#424153|#996633|#999999,风景|城市
nk89wq,https://w.wallhaven.cc/full/nk/wallhaven-nk89wq.jpg,https://th.wallhaven.cc/lg/nk/nk89wq.jpg,1920x1080,#000000|#999999|#424153|#996633|#663300,动漫|风景|城市|太空|抽象|写实|极简|活力|冷色
1jvkgg,https://w.wallhaven.cc/full/1j/wallhaven-1jvkgg.png,https://th.wallhaven.cc/lg/1j/1jvkgg.jpg,2600x1734,#424153|#999999|#cccccc|#e7d8b1|#000000,
mpgkqk,https://w.wallhaven.cc/full/mp/wallhaven-mpgkqk.jpg,https://th.wallhaven.cc/lg/mp/mpgkqk.jpg,1920x1200,#996633|#999999|#e7d8b1|#663300|#000000,
rdrqz7,https://w.wallhaven.cc/full/rd/wallhaven-rdrqz7.jpg,https://th.wallhaven.cc/lg/rd/rdrqz7.jpg,4096x2304,#424153|#000000|#333399|#999999|#663399,动漫|风景|城市|太空|写实|赛博朋克|冷色|宁静
6oj1m6,https://w.wallhaven.cc/full/6o/wallhaven-6oj1m6.jpg,https://th.wallhaven.cc/lg/6o/6oj1m6.jpg,1680x1050,#424153|#000000|#999999|#333399|#996633,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|暗黑
kwpw5m,https://w.wallhaven.cc/full/kw/wallhaven-kwpw5m.jpg,https://th.wallhaven.cc/lg/kw/kwpw5m.jpg,3440x1440,#424153|#999999|#cccccc|#000000|#996633,动漫|风景|城市|太空|抽象|写实|插画|宁静|冷色
2e6z39,https://w.wallhaven.cc/full/2e/wallhaven-2e6z39.jpg,https://th.wallhaven.cc/lg/2e/2e6z39.jpg,2048x1211,#0066cc|#424153|#996633|#999999|#333399,
2eoxe6,https://w.wallhaven.cc/full/2e/wallhaven-2eoxe6.jpg,https://th.wallhaven.cc/lg/2e/2eoxe6.jpg,5975x3983,#000000|#424153|#663300|#996633|#999999,动漫|风景|城市|太空|写实|赛博朋克|冷色|宁静
451z31,https://w.wallhaven.cc/full/45/wallhaven-451z31.png,https://th.wallhaven.cc/lg/45/451z31.jpg,2048x1095,#424153|#000000|#999999|#663399|#996633,风景|城市
0wpzqp,https://w.wallhaven.cc/full/0w/wallhaven-0wpzqp.jpg,https://th.wallhaven.cc/lg/0w/0wpzqp.jpg,2560x1600,#999999|#cccccc|#abbcda|#e7d8b1|#424153,风景|城市
oxwe6l,https://w.wallhaven.cc/full/ox/wallhaven-oxwe6l.jpg,https://th.wallhaven.cc/lg/ox/oxwe6l.jpg,1311x900,#000000|#424153|#999999|#cccccc|#e7d8b1,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力
nzlq5o,https://w.wallhaven.cc/full/nz/wallhaven-nzlq5o.jpg,https://th.wallhaven.cc/lg/nz/nzlq5o.jpg,2396x1500,#000000|#424153|#333399|#663399|#999999,风景|城市|太空
g8wjpq,https://w.wallhaven.cc/full/g8/wallhaven-g8wjpq.jpg,https://th.wallhaven.cc/lg/g8/g8wjpq.jpg,1600x2000,#424153|#000000|#999999|#993399|#663399,风景|城市
4l2v6r,https://w.wallhaven.cc/full/4l/wallhaven-4l2v6r.jpg,https://th.wallhaven.cc/lg/4l/4l2v6r.jpg,1366x853,#000000|#424153|#333399|#0066cc|#999999,城市
47rz13,https://w.wallhaven.cc/full/47/wallhaven-47rz13.jpg,https://th.wallhaven.cc/lg/47/47rz13.jpg,1600x1200,#333399|#424153|#000000|#996633|#663300,城市
49d8q8,https://w.wallhaven.cc/full/49/wallhaven-49d8q8.jpg,https://th.wallhaven.cc/lg/49/49d8q8.jpg,1920x1080,#424153|#999999|#663399|#996633|#000000,动漫|风景|城市|太空|抽象|极简|活力|冷色
4y1ood,https://w.wallhaven.cc/full/4y/wallhaven-4y1ood.jpg,https://th.wallhaven.cc/lg/4y/4y1ood.jpg,2048x1367,#999999|#abbcda|#424153|#996633|#000000,
nr2371,https://w.wallhaven.cc/full/nr/wallhaven-nr2371.jpg,https://th.wallhaven.cc/lg/nr/nr2371.jpg,1920x1200,#333399|#424153|#0066cc|#66cccc|#0099cc,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|暗黑
zx8v2v,https://w.wallhaven.cc/full/zx/wallhaven-zx8v2v.jpg,https://th.wallhaven.cc/lg/zx/zx8v2v.jpg,3840x2160,#424153|#000000|#333399|#999999|#663399,城市
neo1yk,https://w.wallhaven.cc/full/ne/wallhaven-neo1yk.jpg,https://th.wallhaven.cc/lg/ne/neo1yk.jpg,1920x1080,#424153|#663399|#000000|#996633|#663300,动漫|风景|城市|太空|抽象|极简|活力
dg3pog,https://w.wallhaven.cc/full/dg/wallhaven-dg3pog.jpg,https://th.wallhaven.cc/lg/dg/dg3pog.jpg,3840x2160,#424153|#000000|#996633|#cc6633|#e7d8b1,
49jvx1,https://w.wallhaven.cc/full/49/wallhaven-49jvx1.jpg,https://th.wallhaven.cc/lg/49/49jvx1.jpg,2560x1600,#abbcda|#cccccc|#999999|#ffffff|#66cccc,动漫|风景|城市|太空|写实|赛博朋克|冷色|温暖
47l973,https://w.wallhaven.cc/full/47/wallhaven-47l973.jpg,https://th.wallhaven.cc/lg/47/47l973.jpg,1920x1200,#999999|#424153|#000000|#cccccc|#996633,
49l95x,https://w.wallhaven.cc/full/49/wallhaven-49l95x.jpg,https://th.wallhaven.cc/lg/49/49l95x.jpg,1920x1200,#424153|#abbcda|#000000|#cccccc|#999999,城市
n65m57,https://w.wallhaven.cc/full/n6/wallhaven-n65m57.jpg,https://th.wallhaven.cc/lg/n6/n65m57.jpg,2048x1152,#abbcda|#424153|#999999|#996633|#663300,
43r8zv,https://w.wallhaven.cc/full/43/wallhaven-43r8zv.jpg,https://th.wallhaven.cc/lg/43/43r8zv.jpg,5760x1200,#424153|#cccccc|#ffffff|#999999|#abbcda,城市
0py1pm,https://w.wallhaven.cc/full/0p/wallhaven-0py1pm.jpg,https://th.wallhaven.cc/lg/0p/0py1pm.jpg,1400x1050,#424153|#000000|#663300|#333399|#e7d8b1,城市
969rkx,https://w.wallhaven.cc/full/96/wallhaven-969rkx.jpg,https://th.wallhaven.cc/lg/96/969rkx.jpg,2000x1124,#424153|#cccccc|#999999|#000000|#996633,动漫|风景|城市|太空|抽象|极简|活力|暗黑
0jmdeq,https://w.wallhaven.cc/full/0j/wallhaven-0jmdeq.jpg,https://th.wallhaven.cc/lg/0j/0jmdeq.jpg,2560x1600,#000000|#663300|#424153|#996633|#ffffff,城市
p8159m,https://w.wallhaven.cc/full/p8/wallhaven-p8159m.jpg,https://th.wallhaven.cc/lg/p8/p8159m.jpg,2560x1545,#424153|#000000|#999999|#996633|#663300,风景|城市|活力
p2z36e,https://w.wallhaven.cc/full/p2/wallhaven-p2z36e.jpg,https://th.wallhaven.cc/lg/p2/p2z36e.jpg,2048x1365,#424153|#663300|#cccccc|#996633|#999999,
z8emxg,https://w.wallhaven.cc/full/z8/wallhaven-z8emxg.jpg,https://th.wallhaven.cc/lg/z8/z8emxg.jpg,1920x1080,#000000|#424153|#999999|#333399|#663399,动漫|风景|城市|太空|抽象|写实|赛博朋克|冷色|宁静
0qyyo7,https://w.wallhaven.cc/full/0q/wallhaven-0qyyo7.jpg,https://th.wallhaven.cc/lg/0q/0qyyo7.jpg,1920x1080,#424153|#000000|#e7d8b1|#cccccc|#999999,风景|城市|写实
0w992r,https://w.wallhaven.cc/full/0w/wallhaven-0w992r.jpg,https://th.wallhaven.cc/lg/0w/0w992r.jpg,1920x1080,#424153|#000000|#999999|#996633|#cccccc,动漫|风景|城市|太空|写实|赛博朋克|宁静|冷色
0qgel5,https://w.wallhaven.cc/full/0q/wallhaven-0qgel5.jpg,https://th.wallhaven.cc/lg/0q/0qgel5.jpg,1366x768,#424153|#999999|#66cccc|#000000|#996633,城市
0p838m,https://w.wallhaven.cc/full/0p/wallhaven-0p838m.jpg,https://th.wallhaven.cc/lg/0p/0p838m.jpg,1920x1080,#424153|#000000|#996633|#663300|#999999,动漫|风景|城市|太空|抽象|写实|极简|冷色|活力
95xj1k,https://w.wallhaven.cc/full/95/wallhaven-95xj1k.jpg,https://th.wallhaven.cc/lg/95/95xj1k.jpg,1920x1200,#424153|#333399|#000000|#996633|#663300,动漫|风景|城市|抽象|极简|活力
nkrxd1,https://w.wallhaven.cc/full/nk/wallhaven-nkrxd1.jpg,https://th.wallhaven.cc/lg/nk/nkrxd1.jpg,3600x1660,#000000|#424153|#999999|#996633|#663300,城市
0pm5lm,https://w.wallhaven.cc/full/0p/wallhaven-0pm5lm.jpg,https://th.wallhaven.cc/lg/0p/0pm5lm.jpg,1536x1024,#424153|#000000|#999999|#663399|#cccccc,动漫|风景|城市|太空|插画|赛博朋克|冷色|活力
0we6lp,https://w.wallhaven.cc/full/0w/wallhaven-0we6lp.jpg,https://th.wallhaven.cc/lg/0w/0we6lp.jpg,1920x1080,#999999|#424153|#abbcda|#996633|#cccccc,风景
48ymey,https://w.wallhaven.cc/full/48/wallhaven-48ymey.jpg,https://th.wallhaven.cc/lg/48/48ymey.jpg,1280x853,#66cccc|#996633|#424153|#999999|#666600,风景|城市
nzr2zw,https://w.wallhaven.cc/full/nz/wallhaven-nzr2zw.jpg,https://th.wallhaven.cc/lg/nz/nzr2zw.jpg,6016x2555,#424153|#999999|#996633|#336600|#666600,
vqp5d8,https://w.wallhaven.cc/full/vq/wallhaven-vqp5d8.jpg,https://th.wallhaven.cc/lg/vq/vqp5d8.jpg,3840x2160,#424153|#333399|#999999|#996633|#e7d8b1,城市
nej27k,https://w.wallhaven.cc/full/ne/wallhaven-nej27k.jpg,https://th.wallhaven.cc/lg/ne/nej27k.jpg,2048x1280,#424153|#999999|#996633|#abbcda|#000000,
4355y6,https://w.wallhaven.cc/full/43/wallhaven-4355y6.jpg,https://th.wallhaven.cc/lg/43/4355y6.jpg,1920x1080,#424153|#000000|#663399|#999999|#993399,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|冷色
wyxdv6,https://w.wallhaven.cc/full/wy/wallhaven-wyxdv6.jpg,https://th.wallhaven.cc/lg/wy/wyxdv6.jpg,3840x2160,#424153|#000000|#999999|#e7d8b1|#996633,动漫|风景|城市|太空|抽象|极简|活力|冷色
1jjgwv,https://w.wallhaven.cc/full/1j/wallhaven-1jjgwv.jpg,https://th.wallhaven.cc/lg/1j/1jjgwv.jpg,7360x3084,#424153|#000000|#999999|#996633|#cccccc,动漫|风景|城市|太空|抽象|写实|赛博朋克|冷色|宁静
4ogqo7,https://w.wallhaven.cc/full/4o/wallhaven-4ogqo7.jpg,https://th.wallhaven.cc/lg/4o/4ogqo7.jpg,2560x1600,#424153|#996633|#000000|#999999|#663300,动漫|风景|城市|太空|写实|冷色|温暖
wydmwq,https://w.wallhaven.cc/full/wy/wallhaven-wydmwq.jpg,https://th.wallhaven.cc/lg/wy/wydmwq.jpg,1920x1080,#424153|#996633|#663300|#000000|#cc6633,
421jp9,https://w.wallhaven.cc/full/42/wallhaven-421jp9.jpg,https://th.wallhaven.cc/lg/42/421jp9.jpg,1920x1200,#996633|#999999|#424153|#e7d8b1|#663300,风景|城市|太空
0q7d2l,https://w.wallhaven.cc/full/0q/wallhaven-0q7d2l.jpg,https://th.wallhaven.cc/lg/0q/0q7d2l.jpg,2048x1365,#0066cc|#424153|#999999|#0099cc|#333399,风景|城市
0p2zqm,https://w.wallhaven.cc/full/0p/wallhaven-0p2zqm.jpg,https://th.wallhaven.cc/lg/0p/0p2zqm.jpg,2560x1600,#000000|#424153|#999999|#996633|#e7d8b1,城市
zymqew,https://w.wallhaven.cc/full/zy/wallhaven-zymqew.jpg,https://th.wallhaven.cc/lg/zy/zymqew.jpg,3840x2160,#424153|#663300|#999999|#996633|#333399,
nkqqlm,https://w.wallhaven.cc/full/nk/wallhaven-nkqqlm.jpg,https://th.wallhaven.cc/lg/nk/nkqqlm.jpg,1920x1080,#000000|#424153|#663300|#996633|#999999,动漫|风景|城市|太空|写实|宁静|暗黑
5dzz57,https://w.wallhaven.cc/full/5d/wallhaven-5dzz57.jpg,https://th.wallhaven.cc/lg/5d/5dzz57.jpg,2000x1577,#424153|#999999|#000000|#663399|#abbcda,动漫|风景|城市|太空|抽象|赛博朋克|插画|冷色|活力
j8evgq,https://w.wallhaven.cc/full/j8/wallhaven-j8evgq.jpg,https://th.wallhaven.cc/lg/j8/j8evgq.jpg,2560x1440,#000000|#424153|#663399|#999999|#993399,城市
4vmdd8,https://w.wallhaven.cc/full/4v/wallhaven-4vmdd8.jpg,https://th.wallhaven.cc/lg/4v/4vmdd8.jpg,3200x1200,#424153|#999999|#996633|#663300|#cccccc,风景|城市
l39y8l,https://w.wallhaven.cc/full/l3/wallhaven-l39y8l.png,https://th.wallhaven.cc/lg/l3/l39y8l.jpg,3840x2160,#424153|#e7d8b1|#996633|#999999|#ffffff,风景|城市
47dvk3,https://w.wallhaven.cc/full/47/wallhaven-47dvk3.jpg,https://th.wallhaven.cc/lg/47/47dvk3.jpg,1920x1200,#000000|#424153|#996633|#663300|#ffcc33,城市
76loj9,https://w.wallhaven.cc/full/76/wallhaven-76loj9.jpg,https://th.wallhaven.cc/lg/76/76loj9.jpg,2000x1333,#424153|#000000|#999999|#663300|#996633,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|冷色
wyk796,https://w.wallhaven.cc/full/wy/wallhaven-wyk796.jpg,https://th.wallhaven.cc/lg/wy/wyk796.jpg,1920x1080,#424153|#000000|#663399|#996633|#999999,动漫|风景|城市|太空|抽象|插画|赛博朋克|冷色|活力
42rjqm,https://w.wallhaven.cc/full/42/wallhaven-42rjqm.jpg,https://th.wallhaven.cc/lg/42/42rjqm.jpg,1920x1080,#999999|#66cccc|#0066cc|#abbcda|#333399,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力
5dvj88,https://w.wallhaven.cc/full/5d/wallhaven-5dvj88.jpg,https://th.wallhaven.cc/lg/5d/5dvj88.jpg,2499x1668,#424153|#999999|#000000|#663399|#996633,城市
45vyg8,https://w.wallhaven.cc/full/45/wallhaven-45vyg8.jpg,https://th.wallhaven.cc/lg/45/45vyg8.jpg,1600x900,#424153|#000000|#333399|#663399|#999999,动漫|风景|城市|太空|抽象|极简|插画|活力|冷色
5drkk7,https://w.wallhaven.cc/full/5d/wallhaven-5drkk7.jpg,https://th.wallhaven.cc/lg/5d/5drkk7.jpg,2560x1440,#424153|#000000|#999999|#333399|#abbcda,风景|城市
0qw2g5,https://w.wallhaven.cc/full/0q/wallhaven-0qw2g5.jpg,https://th.wallhaven.cc/lg/0q/0qw2g5.jpg,2560x1600,#424153|#000000|#333399|#999999|#0066cc,风景|城市|太空|抽象|极简
49d31w,https://w.wallhaven.cc/full/49/wallhaven-49d31w.jpg,https://th.wallhaven.cc/lg/49/49d31w.jpg,1600x883,#000000|#424153|#999999|#996633|#e7d8b1,动漫|风景|城市|太空|抽象|插画|赛博朋克|冷色|活力
lmq39l,https://w.wallhaven.cc/full/lm/wallhaven-lmq39l.jpg,https://th.wallhaven.cc/lg/lm/lmq39l.jpg,1920x1080,#000000|#663300|#336600|#424153|#666600,动漫|风景|城市|太空|写实|赛博朋克|冷色
nzw62g,https://w.wallhaven.cc/full/nz/wallhaven-nzw62g.jpg,https://th.wallhaven.cc/lg/nz/nzw62g.jpg,1920x1200,#999999|#333399|#424153|#cccccc|#abbcda,风景|城市
01yer9,https://w.wallhaven.cc/full/01/wallhaven-01yer9.jpg,https://th.wallhaven.cc/lg/01/01yer9.jpg,2560x1600,#000000|#424153|#999999|#996633|#cccccc,
x18k23,https://w.wallhaven.cc/full/x1/wallhaven-x18k23.jpg,https://th.wallhaven.cc/lg/x1/x18k23.jpg,1366x768,#424153|#999999|#996633|#000000|#cccccc,
w8lz7p,https://w.wallhaven.cc/full/w8/wallhaven-w8lz7p.jpg,https://th.wallhaven.cc/lg/w8/w8lz7p.jpg,2560x1440,#000000|#424153|#663300|#333399|#996633,城市
01jyx1,https://w.wallhaven.cc/full/01/wallhaven-01jyx1.jpg,https://th.wallhaven.cc/lg/01/01jyx1.jpg,1600x1000,#424153|#000000|#999999|#663399|#333399,动漫|城市
nkw1p1,https://w.wallhaven.cc/full/nk/wallhaven-nkw1p1.jpg,https://th.wallhaven.cc/lg/nk/nkw1p1.jpg,1920x1080,#999999|#424153|#996633|#e7d8b1|#000000,
42yd6y,https://w.wallhaven.cc/full/42/wallhaven-42yd6y.jpg,https://th.wallhaven.cc/lg/42/42yd6y.jpg,1920x1080,#424153|#999999|#333399|#66cccc|#000000,风景|城市|太空
0j85vy,https://w.wallhaven.cc/full/0j/wallhaven-0j85vy.jpg,https://th.wallhaven.cc/lg/0j/0j85vy.jpg,1920x1080,#000000|#424153|#e7d8b1|#fdadc7|#999999,动漫|风景|城市|太空|写实|赛博朋克|冷色|温暖
nzepww,https://w.wallhaven.cc/full/nz/wallhaven-nzepww.jpg,https://th.wallhaven.cc/lg/nz/nzepww.jpg,2048x1365,#424153|#999999|#333399|#996633|#663399,
